ReturnHeader-Filer-EIN,ReturnHeader-Filer-BusinessName-BusinessNameLine1Txt,ReturnHeader-TaxPeriodEndDt,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-AddressLine1Txt,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-CityNm,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-StateAbbreviationCd,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-ZIPCd,ReturnHeader-Filer-USAddress-AddressLine1Txt,ReturnHeader-Filer-USAddress-CityNm,ReturnHeader-Filer-USAddress-StateAbbreviationCd,ReturnHeader-Filer-USAddress-ZIPCd,ReturnHeader-Filer-BusinessNameControlTxt,ReturnHeader-Filer-PhoneNum,ReturnHeader-BusinessOfficerGrp-PersonNm,ReturnHeader-BusinessOfficerGrp-PersonTitleTxt,ReturnHeader-BusinessOfficerGrp-PhoneNum,ReturnData-IRS990-WebsiteAddressTxt,ReturnData-IRS990-FormationYr,ReturnData-IRS990-ActivityOrMissionDesc,ReturnData-IRS990-TotalEmployeeCnt,ReturnData-IRS990-TotalVolunteersCnt,ReturnData-IRS990-PYContributionsGrantsAmt,ReturnData-IRS990-CYContributionsGrantsAmt,ReturnData-IRS990-PYProgramServiceRevenueAmt,ReturnData-IRS990-CYProgramServiceRevenueAmt,ReturnData-IRS990-PYInvestmentIncomeAmt,ReturnData-IRS990-CYInvestmentIncomeAmt,ReturnData-IRS990-PYOtherRevenueAmt,ReturnData-IRS990-CYOtherRevenueAmt,ReturnData-IRS990-PYTotalRevenueAmt,ReturnData-IRS990-CYTotalRevenueAmt,ReturnData-IRS990-PYGrantsAndSimilarPaidAmt,ReturnData-IRS990-CYGrantsAndSimilarPaidAmt,ReturnData-IRS990-PYBenefitsPaidToMembersAmt,ReturnData-IRS990-CYBenefitsPaidToMembersAmt,ReturnData-IRS990-PYSalariesCompEmpBnftPaidAmt,ReturnData-IRS990-CYSalariesCompEmpBnftPaidAmt,ReturnData-IRS990-PYTotalProfFndrsngExpnsAmt,ReturnData-IRS990-CYTotalProfFndrsngExpnsAmt,ReturnData-IRS990-PYTotalFundraisingExpenseAmt,ReturnData-IRS990-CYTotalFundraisingExpenseAmt,ReturnData-IRS990-PYOtherExpensesAmt,ReturnData-IRS990-CYOtherExpensesAmt,ReturnData-IRS990-PYTotalExpensesAmt,ReturnData-IRS990-CYTotalExpensesAmt,ReturnData-IRS990-PYRevenuesLessExpensesAmt,ReturnData-IRS990-CYRevenuesLessExpensesAmt,ReturnData-IRS990-TotalAssetsBOYAmt,ReturnData-IRS990-TotalAssetsEOYAmt,ReturnData-IRS990-TotalLiabilitiesBOYAmt,ReturnData-IRS990-TotalLiabilitiesEOYAmt,ReturnData-IRS990-NetAssetsOrFundBalancesBOYAmt,ReturnData-IRS990-NetAssetsOrFundBalancesEOYAmt,ReturnData-IRS990-MissionDesc,ReturnData-IRS990-AccountsReceivableGrp-BOYAmt,ReturnData-IRS990-AccountsReceivableGrp-EOYAmt
060910420,CHOATE ROSEMARY HALL FOUNDATION,2016-06-30,29 S MAIN STREET PO BOX 272000,WEST HARTFORD,CT,061272000,333 CHRISTIAN STREET,WALLINGFORD,CT,064923818,CHOA,2036972676,RICHARD SALTZ,CHIEF FINANCIAL OFFICER,2036972676,WWW.CHOATE.EDU,1974,TO PROVIDE A QUALITY SECONDARY INDEPENDENT SCHOOL EDUCATION TO APPROXIMATELY 865 STUDENTS PER YEAR.,691,0,18189969,29619465,49586097,50453979,6460655,3166040,-73456,-78436,74163265,83161048,10922710,11161604,0,0,32524412,33428869,0,0,,3431844,35180420,32601152,78627542,77191625,-4464277,5969423,559869681,562810498,69027818,72499762,490841863,490310736,TO PROVIDE A QUALITY SECONDARY INDEPENDENT SCHOOL EDUCATION TO APPROXIMATELY 865 STUDENTS PER YEAR.,53072,128276
210639868,The Hun School of Princeton,2016-06-30,331 NEWMAN SPRINGS RD STE 125,RED BANK,NJ,077016765,176 EDGERSTOUNE ROAD,PRINCETON,NJ,08540,HUNS,6099217600,STEFANIE CONNELL,CFO,6099217600,WWW.HUNSCHOOL.ORG,1943,THE HUN SCHOOL OF PRINCETON IS DEDICATED TO PROVIDING A STRONG COLLEGE PREPATORY PROGRAM LEADING TO INFORMED COLLEGE CHOICES. THE FACULTY AND CURRICULUM ARE RESPONSIVE (SCH. O),283,110,1334541,1892599,28104574,28980579,-1202041,532711,569793,314351,28806867,31720240,4229787,4543115,0,0,16558580,16101416,0,0,,1784740,9338186,10507538,30126553,31152069,-1319686,568171,60551205,59956135,29427888,28854457,31123317,31101678,"THE HUN SCHOOL OF PRINCETON IS DEDICATED TO PROVIDING A STRONG COLLEGE PREPATORY PROGRAM LEADING TO INFORMED COLLEGE CHOICES. THE FACULTY AND CURRICULUM ARE RESPONSIVE TO INDIVIDUAL LEARNING STYLES AND INTERESTS. THE TOTAL PROGRAM IS COMMITTED TO THE DEVELOPMENT OF SOLID SCHOLARSHIP AND SOUND CHARACTER IN AN ENVIRONMENT DEDICATED TO TIMELESS VALUES, HONOR, SERVICE, PERSERVERANCE, RESPONSIBLITY, COMPASSION, RESPECT AND LEADERSHIP.",667705,918009
010211509,GOULD ACADEMY,2016-06-30,20 LONG CREEK DRIVE,SOUTH PORTLAND,ME,04106,CHURCH STREET PO BOX 860,BETHEL,ME,04217,GOUL,2078247700,BETH MCWILLIAMS,CFO,2078247712,GOULDACADEMY.ORG,1836,"GOULD ACADEMY PREPARES ACADEMICALLY MOTIVATED STUDENTS FOR COLLEGE AND HELPS THEM TO BECOME INDEPENDENT-MINDED, ETHICAL CITIZENS WHO WILL LEAD LIVES OF PURPOSE, ACTION, EXCELLENCE, AND COMPASSION IN A DYNAMIC WORLD. THE SCHOOL SERVES APPROXIMATELY 243 BOARDING AND DAY STUDENTS.",146,73,905498,1326952,13324873,14981387,601378,622367,388895,-21919,15220644,16908787,3470466,3716545,0,0,6836158,6796360,0,0,,694718,5021003,5130365,15327627,15643270,-106983,1265517,41837457,43575123,7886926,8440628,33950531,35134495,"GOULD ACADEMY PREPARES ACADEMICALLY MOTIVATED STUDENTS FOR COLLEGE AND HELPS THEM TO BECOME INDEPENDENT-MINDED, ETHICAL CITIZENS WHO WILL LEAD LIVES OF PURPOSE, ACTION, EXCELLENCE, AND COMPASSION IN A DYNAMIC WORLD.",65012,32550
231352656,LINDEN HALL SCHOOL FOR GIRLS,2016-06-30,PO BOX 8408,LANCASTER,PA,176048408,212 EAST MAIN STREET,LITITZ,PA,17543,LIND,7176268512,JAMES T ROLAND,TREASURER,7176268512,WWW.LINDENHALL.ORG,1746,"PRIVATE BOARDING SCHOOL FOR GIRLS IN GRADES 6-12 SERVING APPROXIMATELY 182 STUDENTS, OFFERING BOTH BOARDING AND DAY STUDENT PROGRAMS.",136,30,459650,507986,7844345,7282366,207403,109152,77111,19385,8588509,7918889,1315771,1322111,0,0,4598373,4518176,0,0,,238524,3888461,3251766,9802605,9092053,-1214096,-1173164,19306234,16946001,3753723,2742416,15552511,14203585,COMMITTED TO EXCELLENCE IN THE EDUCATION OF YOUNG WOMEN. LINDEN HALL PROVIDES A RIGOROUS AND MULTIFACETED COLLEGE PREPATORY EXPERIENCE.,16609,66496
060655480,AVON OLD FARMS SCHOOL INC,2016-06-30,350 CHURCH STREET 12TH FLOOR,HARTFORD,CT,06103,500 OLD FARMS ROAD,AVON,CT,06001,AVON,8604044100,ROBERT A ORENSTEIN,chief financial officer,8604044100,WWW.AVONOLDFARMS.COM,1927,"TO BE THE BEST SCHOOL FOR BOYS BY CULTIVATING YOUNG MEN OF INTEGRITY AND BY PROVIDING A STRUCTURED, SUPPORTIVE, LEARNING ENVIRONMENT THAT ENCOURAGES SELF-DISCOVERY AND SOCIAL RESPONSIBILITY.",249,0,4049051,9306546,20995488,22038983,2918241,538064,1278580,1268768,29241360,33152361,4250209,4253298,0,0,13430265,14155081,0,314500,,2603661,9323091,9779039,27003565,28501918,2237795,4650443,112157282,115211978,37599021,39043191,74558261,76168787,"AVON OLD FARMS SCHOOL STRIVES TO BE THE BEST COLLEGE PREPARATORY SCHOOL FOR BOYS BY CULTIVATING YOUNG MEN OF INTEGRITY, WHO HONOR WISDOM, JUSTICE, INCLUSION, SERVICE, AND THE PURSUIT OF TRUTH.",69210,33753
060647018,THE HOTCHKISS SCHOOL,2016-06-30,350 CHURCH STREET 12TH FLOOR,HARTFORD,CT,06103,11 INTERLAKEN,LAKEVILLE,CT,060390800,HOTC,8604352591,john p tuke,cfo,8604352591,WWW.HOTCHKISS.ORG,1891,"THE SCHOOL STRIVES TO DEVELOP IN STUDENTS A LIFELONG LOVE OF LEARNING, RESPONSIBLE CITIZENSHIP AND PERSONAL INTEGRITY.",502,11,18628255,13254253,30865820,32413043,14238005,13472781,2394086,2388084,66126166,61528161,8457289,8911233,0,0,28596113,30877967,0,0,,3733527,27582374,27449058,64635776,67238258,1490390,-5710097,638753289,591060482,75996583,84005569,562756706,507054913,"The Hotchkiss School strives to develop in students a lifelong love of learning, responsible citizenship, and personal integrity. We are a community based on trust, mutual respect, and compassion, and we hold all members of the community accountable for upholding these values.",412948,242263
060646921,THE TAFT SCHOOL CORPORATION,2016-06-30,350 CHURCH STREET 12TH FLOOR,HARTFORD,CT,06103,110 WOODBURY RD,WATERTOWN,CT,06795,TAFT,8609457777,GILBERT T THORNFELDT,ASSISTANT TREASURER,8609457777,WWW.TAFTSCHOOL.ORG,1930,THE MISSION OF THE SCHOOL IS TO EDUCATE THE WHOLE STUDENT.,403,0,12910548,14333550,32054819,32858899,21934279,25125339,633051,620023,67532697,72937811,7195364,7864454,0,0,21072624,22121749,79849,99807,,3430903,18083397,18220602,46431234,48306612,21101463,24631199,396507559,389358568,58509860,66177537,337997699,323181031,THE MISSION OF THE SCHOOL IS TO EDUCATE THE WHOLE STUDENT.,7609854,8287994
340714390,WESTERN RESERVE ACADEMY,2016-06-30,1111 SUPERIOR AVE SUITE 700,CLEVELAND,OH,441142540,115 COLLEGE STREET,HUDSON,OH,442362926,WEST,3306504400,THOMAS ARNOLD,CFO,3306504400,WWW.WRA.NET,1826,"A WESTERN RESERVE ACADEMY EDUCATION OFFERS A TRANSFORMATIONAL EXPERIENCE WHERE STUDENTS STRIVE FOR EXCELLENCE, LIVE WITH INTEGRITY, AND ACT WITH COMPASSION.",259,50,5509182,11159345,17948277,19949198,10715995,2039015,43837,16304,34217291,33163862,5501330,5931291,0,0,11538318,11900452,0,0,,1827850,11099970,13070073,28139618,30901816,6077673,2262046,170677935,167652626,28517073,27299164,142160862,140353462,"THE MISSION OF THE ACADEMY IS AS FOLLOWS: A WESTERN RESERVE ACADEMY EDUCATION OFFERS A TRANSFORMATIONAL EXPERIENCE WHERE STUDENTS STRIVE FOR EXCELLENCE, LIVE WITH INTEGRITY, AND ACT WITH COMPASSION.",20131,282996
382015048,CRANBROOK EDUCATIONAL COMMUNITY,2016-06-30,2601 CAMBRIDGE CT STE 500,AUBURN HILLS,MI,48326,PO BOX 801,BLOOMFIELD HILLS,MI,483030801,CRAN,2486453000,RODERICK SPEARIN,COO,2486453000,WWW.CRANBROOK.EDU,1973,"CRANBROOK IS AN ENVIRONMENT DESIGNED TO ENCOURAGE INDIVIDUAL GROWTH AND EXCELLENCE BY PROVIDING A FRAMEWORK OF ARTISTIC, CULTURAL, INTELLECTUAL, AND SPIRITUAL IDEALS.",1214,1168,12072359,9286587,50437852,51728728,14505628,27623029,835729,1009044,77851568,89647388,1662720,1712405,0,0,42980367,44308581,0,0,,2358464,33577593,34067843,78220680,80088829,-369112,9558559,449265180,425275370,117554629,124737129,331710551,300538241,"THE CRANBROOK EDUCATIONAL COMMUNITY PROVIDES EXTRAORDINARY EDUCATION, ENCOURAGES CREATIVITY AND INNOVATION, AND VALUES LEARNERS OF ALL AGES AND BACKGROUNDS. CRANBROOK DEVELOPS PEOPLE WHO WILL LIVE WITH PURPOSE AND INTEGRITY, CREATE WITH PASSION, EXPLORE WITH CURIOSITY, AND STRIVE FOR EXCELLENCE.",1340775,1447406
520591645,OLDFIELDS SCHOOL INC,2016-06-30,910 RIDGEBROOK ROAD,SPARKS,MD,21152,1500 GLENCOE ROAD,GLENCOE,MD,21152,OLDF,4104724800,ZACHARY CARLILE,"TRUSTEE, FINANCE CHAIR",4104724800,OLDFIELDSSCHOOL.ORG,1926,TO PROVIDE EDUCATION OF STUDENTS PRIMARILY IN GRADES 8 THROUGH 12.,89,63,2174605,1551733,8617127,8902290,150404,288388,71449,25349,11013585,10767760,1444498,1328747,0,0,4050526,4213113,0,0,,108895,4650585,4836373,10145609,10378233,867976,389527,25079502,24993227,4668071,4538376,20411431,20454851,"OLDFIELDS SCHOOL IS COMMITTED TO THE INTELLECTUAL AND MORAL DEVELOPMENT OF YOUNG WOMEN. IN A CULTURE OF KINDNESS AND MUTUAL RESPECT, WE ENCOURAGE EACH STUDENT TO MAKE THE MOST OF HER ACADEMIC AND PERSONAL POTENTIAL. WE SEEK TO GUIDE EACH STUDENT TO GROW IN CHARACTER, CONFIDENCE, AND KNOWLEDGE BY ENCOURAGING HER TO EMBRACE THE VALUES OF PERSONAL HONESTY, INTELLECTUAL CURIOSITY, AND SOCIAL RESPONSIBILITY.",160257,0
350868071,Culver Educational Foundation,2016-06-30,225 West Wacker Drive,Chicago,IL,606061224,1300 Academy Road No 159,Culver,IN,465111291,CULV,5748428222,Richard J Tompos,Assistant Treasurer/Controller,,www.culver.org,1894,See Schedule O,1239,1000,27651221,41571456,40899130,42278475,9786335,14931074,2180276,2138305,80516962,100919310,11987444,12788965,0,0,36109149,38396171,0,0,,4687288,22783571,24921503,70880164,76106639,9636798,24812671,515316496,528944957,89761332,97884519,425555164,431060438,"Culver's mission is to educate its students for leadership and responsible citizenship in society by nurturing the whole individual- mind, spirit and body - through integrated programs that emphasize the cultivation of character.",380196,954144
042103579,TRUSTEES OF PHILLIPS ACADEMY,2016-06-30,101 SEAPORT BLVD SUITE 500,BOSTON,MA,02210,180 MAIN STREET,ANDOVER,MA,018104161,TRUS,9787494000,ANDREA T H NIX,CFO,9787494511,WWW.ANDOVER.EDU,1778,SEE SCHEDULE O,1066,3308,32550771,55935894,60310725,61903307,56666670,30187127,654076,100290,150182242,148126618,19704125,19083687,0,0,54019318,57236908,32951,0,,8388569,45041956,44650796,118798350,120971391,31383892,27155227,1394826856,1364549139,207496632,203545360,1187330224,1161003779,SEE SCHEDULE O,2145618,2524398
042103623,ST MARK'S SCHOOL OF SOUTHBOROUGH INC,2016-06-30,401 Edgewater Place Suite 300,Wakefield,MA,018806208,25 MARLBOROUGH ROAD,SOUTHBOROUGH,MA,01772,STMA,5087866000,Francisco J Lopez-Balboa,Treasurer,5087866000,www.stmarksschool.org,1865,"Refer to Schedule O, Page 65St. Mark's School educates young people for lives of leadership and service. Founded in 1865 as an intentionally small residential community, the School challenges its students to develop their particular analytic and creative capabilities by both inspiring their academic and spiritual curiosity and kindling their passion for discovery. We value cooperation over self-interest, and we encourage each person to explore his or her place in the larger world beyond our campus.",280,40,4816544,5280921,18156951,19267570,1731706,290688,-38186,-76549,24667015,24762630,4452525,5018747,0,0,13932085,14131049,0,0,,2896642,12620107,13466507,31004717,32616303,-6337702,-7853673,216423606,207083102,45598790,47100710,170824816,159982392,"Refer to Schedule O, Page 65",162768,234536
042105838,WILBRAHAM AND MONSON ACADEMY,2016-06-30,350 CHURCH STREET 12TH FLOOR,HARTFORD,CT,06103,423 MAIN STREET,WILBRAHAM,MA,01095,WILB,4135966811,BRIAN P EASLER,head of school,4135966811,WWW.WMA.us,1971,"THE MISSION OF WILBRAHAM AND MONSON ACADEMY IS TO DEVELOP GLOBAL CITIZENS AND LEADERS BY PROVIDING AN INDEPENDENT CO-EDUCATIONAL COLLEGE PREPARATORY SCHOOL, ENROLLING STUDENTS IN GRADE SIX THROUGH A POSTGRADUATE YEAR.",269,20,1305724,1947229,19958611,18860016,20538,5557,324157,399296,21609030,21212098,4149275,4020700,0,0,10377382,10432503,0,0,,699505,6565562,6311442,21092219,20764645,516811,447453,29166074,29284710,11234241,11914589,17931833,17370121,"Wilbraham & Monson Academy's mission is the development of global citizens and leaders.Supporting Structure for the Mission:To prepare each student for the challenges of higher education and for success as a global citizen, we promote intellectual development, physical health, personal accountability, mutual respect, and commitment to service.",10803,18818
042103573,THE FAY SCHOOL INC,2016-06-30,57 BEDFORD ST STE 225,LEXINGTON,MA,024204443,48 MAIN STREET,SOUTHBOROUGH,MA,017721595,FAYS,5084850100,ALAN A CLARANCE,DIRECTOR OF FINANCE AND OPERATIONS,5084908211,WWW.FAYSCHOOL.ORG,1866,"TO EDUCATE EACH CHILD TO HIS OR HER FULL POTENTIAL THROUGH A BROAD, BALANCED, AND CHALLENGING PROGRAM THAT ESTABLISHES A SOLID FOUNDATION FOR A PRODUCTIVE AND FULFILLING LIFE.",269,50,2583036,2595988,21518195,22128468,1876236,996707,0,0,25977467,25721163,1960271,2316906,0,0,13133920,13925797,0,0,,794952,10742828,11031651,25837019,27274354,140448,-1553191,112546402,108796442,61581681,64804453,50964721,43991989,"TO EDUCATE EACH CHILD TO HIS OR HER FULL POTENTIAL THROUGH A BROAD, BALANCED, AND CHALLENGING PROGRAM THAT ESTABLISHES A SOLID FOUNDATION FOR A PRODUCTIVE AND FULFILLING LIFE.",600685,349559
010211532,KENTS HILL SCHOOL,2016-06-30,46 FIRSTPARK DRIVE,OAKLAND,ME,049635362,PO BOX 257,KENTS HILL,ME,04349,KENT,2076854914,ANDREW MAY,CFO,2076854914,WWW.KENTSHILL.ORG,1824,"THE ORGANIZATION'S MISSION IS TO EDUCATE STUDENTS IN MIND, BODY, AND SPIRIT IN ORDER TO: 1) PREPARE THEM FOR THE CHALLENGES AND OPPORTUNITIES OF HIGHER EDUCATION; 2) HELP THEM LEARN TO LOVE AND RESPECT THEMSELVES AND THEIR FELLOW STUDENTS, AND TO CARE FOR THOSE IN LESS FORTUNATE CIRCUMSTANCES; 3) TEACH THEM TO BE RESPONSIBLE STEWARDS OF OUR NATURAL HERITAGE; 4) REMIND THEM THAT ONE MAN OR WOMAN OF PRINCIPLE CAN ALWAYS MAKE A DIFFERENCE.",144,,6440878,2731741,11554948,11163373,562848,343721,-50082,-60042,18508592,14178793,2863900,2726360,,0,5805298,5985502,,0,,571104,5680614,5423163,14349812,14135025,4158780,43768,60696729,60634284,21416266,21891770,39280463,38742514,"THE ORGANIZATION'S MISSION IS TO EDUCATE STUDENTS IN MIND, BODY, AND SPIRIT IN ORDER TO: 1) PREPARE THEM FOR THE CHALLENGES AND OPPORTUNITIES OF HIGHER EDUCATION; 2) HELP THEM LEARN TO LOVE AND RESPECT THEMSELVES AND THEIR FELLOW STUDENTS, AND TO CARE FOR THOSE IN LESS FORTUNATE CIRCUMSTANCES; 3) TEACH THEM TO BE RESPONSIBLE STEWARDS OF OUR NATURAL HERITAGE; 4) REMIND THEM THAT ONE MAN OR WOMAN OF PRINCIPLE CAN ALWAYS MAKE A DIFFERENCE.",86434,161331
210634492,The Peddie School,2016-06-30,331 NEWMAN SPRINGS RD STE 125,RED BANK,NJ,077016765,201 South Main Street,Hightstown,NJ,08520,PEDD,6099447510,MICHAEL B MCKITISH,ASST HEAD OF FINANCE,6099447510,www.peddie.org,1879,"THE PEDDIE COMMUNITY COMMITS ITSELF to the intellectual, social, and moral growth of our students. WE challenge our students to reach for levels of achievement (See Sch O)",505,150,4946276,3407442,28709217,29409963,17601788,28225013,3409289,3445156,54666570,64487574,7890980,8202516,0,0,18091908,19038405,0,0,,2161377,17263740,17554603,43246628,44795524,11419942,19692050,465665922,439242531,46787515,46258177,418878407,392984354,"THE PEDDIE COMMUNITY COMMITS ITSELF TO THE INTELLECTUAL, SOCIAL, AND MORAL GROWTH OF OUR STUDENTS. WE CHALLENGE OUR STUDENTS TO REACH FOR LEVELS OF ACHIEVEMENT THEY HAVE NOT ATTEMPTED BEFORE AND ENCOURAGE THEM TO MEASURE THE SUCCESS OF THEIR EFFORTS BY THE PROGRESS THEY MAKE. ULTIMATELY, WE SEEK NOT ONLY TO PROVIDE OUR STUDENTS WITH VIGOROUS PREPARATION FOR COLLEGE BUT ALSO TO INSPIRE THEM TO STRIVE FOR THE HIGHEST QUALITY OF CITIZENSHIP.",1477861,582562
620475837,THE MCCALLIE SCHOOL,2016-06-30,271 17TH STREET SUITE 1600,ATLANTA,GA,30363,500 DODDS AVENUE,CHATTANOOGA,TN,37404,MCCA,4236248300,ELIZABETH A THOMPSON,Director of Finance,4046248300,WWW.MCCALLIE.ORG,1905,For the conduct of a college preparatory school for boys.,553,500,5635011,6583855,28307927,29302689,144523,1947304,324247,316953,34411708,38150801,6239907,6827553,0,0,17463722,18585094,0,0,,1918667,12956671,13001348,36660300,38413995,-2248592,-263194,210966832,202285239,53092847,60875910,157873985,141409329,"MCCALLIE IS A PRIVATE SCHOOL WITH STATE-OF-THE-ART FACILITIES NESTLED ON 100 ACRES ON CHATTANOOGAS MISSIONARY RIDGE. SINCE 1905, MCCALLIE HAS REMAINED COMMITTED TO PROVIDING AN OUTSTANDING COLLEGE PREPARATORY EDUCATION PROGRAM FOR BOYS.",959694,1152239
131740472,MASTERS SCHOOL,2016-06-30,685 THIRD AVENUE,NEW YORK,NY,10017,49 CLINTON AVENUE,DOBBS FERRY,NY,10522,MAST,9144796400,CPA,HEAD OF SCHOOL,9144796400,WWW.MASTERSNY.ORG,1877,"THE MASTERS SCHOOL CELEBRATES ACTIVE PARTICIPATION, DEEP UNDERSTANDING, AND MEANINGFUL CONNECTION. A COMMUNITY OF DIVERSE INDIVIDUALS, WE GATHER TO LEARN, TO STRIVE, TO DARE, TO DO - TO BE A POWER FOR GOOD IN THE WORLD.",270,25,17768851,4131260,31976017,33907688,1132567,1288776,0,0,50877435,39327724,5475590,5488912,0,0,17415489,18920620,0,0,,1894826,11192802,10501325,34083881,34910857,16793554,4416867,131267349,131139444,43246836,40385445,88020513,90753999,"THE MASTERS SCHOOL CELEBRATES ACTIVE PARTICIPATION, DEEP UNDERSTANDING, AND MEANINGFUL CONNECTION. A COMMUNITY OF DIVERSE INDIVIDUALS, WE GATHER TO LEARN, TO STRIVE, TO DARE, TO DO - TO BE A POWER FOR GOOD IN THE WORLD.",134882,91659
951644630,CATE SCHOOL,2016-06-30,111 E VICTORIA ST 2ND FLOOR,SANTA BARBARA,CA,931012018,P O BOX 5005,CARPINTERIA,CA,93014,CATE,8056848409,SANDI PIERCE,ASST HEADMASTER FINANCE & OPERATION,8056848409,WWW.CATE.ORG,1910,OPERATION OF PRIVATE HIGH SCHOOL,223,100,10011473,10311528,15118752,15595621,2802788,-4985928,226775,413705,28159788,21334926,4044700,4233388,0,0,11342093,12054075,0,0,,1235178,7834515,8266455,23221308,24553918,4938480,-3218992,151073998,150485426,14764371,14032247,136309627,136453179,OPERATIONS & MAINTENANCE OF A PRIVATE HIGH SCHOOL. APPROXIMATELY 280 STUDENTS ENROLLED.,280153,250334
060692379,RUMSEY HALL SCHOOL INC,2016-06-30,207 BANK ST,WATERBURY,CT,06702,201 ROMFORD ROAD,WASHINGTON DEPOT,CT,06794,RUMS,8608680535,KAREN SCODARI,TREASURER,8608680535,WWW.RUMSEYHALL.ORG,1941,TO EDUCATE USING AN APPROVED CURRICULUM.,129,154,1112302,3163806,12678548,13277276,728446,-13627,557564,412518,15076860,16839973,2897048,2767684,,0,5693104,5937160,,0,,499065,4737151,4966915,13327303,13671759,1749557,3168214,51106874,54812085,4541207,4912550,46565667,49899535,"RUMSEY HALL SCHOOL IS COMMITTED TO A WHOLE CHILD APPROACH TO EDUCATION AND BELIEVES THAT TEACHING ACADEMICS AND TEACHING AN ATTITUDE OF MIND ARE OF EQUAL IMPORTANCE.THE SCHOOL EMPHASIZES EFFORT AS A CRITERION FOR SUCCESS AND IS DEDICATED TO HELPING EACH CHILD DEVELOP TOWARDS HIS OR HER MAXIMUM STATURE AS AN EDUCATED PERSON, A SUCCESSFUL MEMBER OF A FAMILY, AND A CONTRIBUTING MEMBER OF THE COMMUNITY.",70303,23579
250995765,KISKIMINETAS SPRINGS SCHOOL,2016-06-30,THREE GATEWAY CTR STE 1800,PITTSBURGH,PA,15222,1888 BRETT LANE,SALTSBURG,PA,15681,KISK,7246393580,J GREGORY FORSYTHE,BUSINESS MANAGER/TREASURER,7246398026,WWW.KISKI.ORG,1888,TO PREPARE BOYS FOR COLLEGE AND LIFE,117,0,5429674,4657682,10571285,11283104,548835,399275,137417,262878,16687211,16602939,3091244,3879578,0,0,5290472,5440035,0,30000,,162688,9028191,10934630,17409907,20284243,-722696,-3681304,33464711,38780502,8652443,12686863,24812268,26093639,THE MISSION OF THE KISKI SCHOOL IS TO PREPARE YOUNG MEN TO SUCCEED IN COLLEGE AND IN LIFE.,1652897,2591633
010880911,Ross Institute,2016-06-30,972 Emerson Parkway STE A,Greenwood,IN,46143,18 Goodfriend Drive,East Hampton,NY,11937,ROSS,6319075102,James Grossi,CFO,6319075102,http://rossinstitute.org/,1993,To change the way education meets the future through leadership & engaging the global community.,677,150,3264423,846860,34754540,35608331,1019851,917449,443524,559776,39482338,37932416,3757953,3665600,0,0,17814341,17837862,0,0,,758888,21101300,21228513,42673594,42731975,-3191256,-4799559,110315048,102144099,31159770,27788380,79155278,74355719,"Our mission is to change the way education meets the future; to foster interdisciplinary, integrated thinking and innovative leadership; to engage fully in the global community; and to facilitate lifelong learning.",251715,185748
141601551,TRINITY-PAWLING SCHOOL CORPORATION,2016-06-30,1185 AVENUE OF THE AMERICAS 38 FL,NEW YORK,NY,10036,700 ROUTE 22,PAWLING,NY,12564,TRIN,8458553100,WILLIAM W TAYLOR,VP/HEADMASTER,8458553100,WWW.TRINITYPAWLING.ORG,1907,TRINITY-PAWLING IS AN INDEPENDENT BOY'S COLLEGE PREPARATORY SCHOOL. THE SCHOOL IS COMMITTED TO THE EDUCATION OF ITS STUDENTS AND THEIR DEVELOPMENT AS A WHOLE. ITS GOAL IS TO PLACE EACH GRADUATE IN A COLLEGE OR UNIVERSITY THAT WILL BE APPROPRIATELY CHALLENGING AND WILL ALLOW THE OPPORTUNITY FOR ACADEMIC SUCCESS AND PERSONAL DEVELOPMENT.,147,0,5289262,5923364,15980126,15503996,293770,2036202,95705,113915,21658863,23577477,3729655,3933627,0,0,7956482,8486299,0,0,,1096040,8895125,8209444,20581262,20629370,1077601,2948107,89425654,89075608,24821955,24510334,64603699,64565274,TO EDUCATE AND INSTILL A VALUE SYSTEM THAT PREPARES YOUNG MEN TO BE CONTRIBUTING MEMBERS OF SOCIETY AMIDST THE CHALLENGES OF AN EVER-CHANGING WORLD.,,
